direction,target_price,calc_target_price,target_time,predicted_range,predicted_duration,actual_end_price,actual_end_time,actual_direction,actual_range,actual_duration,price_error,price_error_pct,range_error,duration_error,start_time,start_price
Down,4439.365309401155,4438.220638771058,2026-01-05 18:31:27.418785095,10.549361228942871,15.456979751586914,4440.31,2026-01-05 18:30:00,Down,8.460000000000036,14.0,0.9446905988452272,0.021275329849610208,2.0893612289428347,1.456979751586914,2026-01-05 18:16:00,4448.77
Up,4454.556285359859,4453.735134658814,2026-01-05 18:49:08.522415161,13.425134658813477,19.142040252685547,4454.43,2026-01-05 18:54:00,Up,14.11999999999989,24.0,0.12628535985913913,0.002835050946117441,0.6948653411864143,4.857959747314453,2026-01-05 18:30:00,4440.31
Down,4445.436558693052,4444.410310440064,2026-01-05 19:15:02.533149719,10.019689559936523,21.042219161987305,4432.4,2026-01-05 19:05:00,Down,22.030000000000655,11.0,13.03655869305203,0.2941196348039895,12.010310440064131,10.042219161987305,2026-01-05 18:54:00,4454.43
Up,4441.791483974456,4441.580174827575,2026-01-05 19:20:39.462432861,9.180174827575684,15.657707214355469,4449.13,2026-01-05 19:26:00,Up,16.730000000000473,21.0,7.338516025543868,0.16494271971248015,7.549825172424789,5.342292785644531,2026-01-05 19:05:00,4432.4
Down,4434.013972458243,4437.097752456665,2026-01-05 19:43:15.385208129,12.032247543334961,17.256420135498047,4437.84,2026-01-05 19:44:00,Down,11.289999999999964,18.0,3.8260275417569574,0.08621373329721119,0.7422475433349973,0.7435798645019531,2026-01-05 19:26:00,4449.13
Up,4447.993706445694,4447.853401985169,2026-01-05 20:00:59.061698913,10.013401985168457,16.98436164855957,4445.75,2026-01-05 19:57:00,Up,7.9099999999998545,13.0,2.2437064456944427,0.05046856988572103,2.1034019851686026,3.9843616485595703,2026-01-05 19:44:00,4437.84
Down,4438.188585981727,4436.97497177124,2026-01-05 20:13:19.971427917,8.775028228759766,16.332857131958008,4441.89,2026-01-05 20:01:00,Down,3.8599999999996726,4.0,3.701414018273681,0.08332970916149839,4.915028228760093,12.332857131958008,2026-01-05 19:57:00,4445.75
Up,4450.626990094185,4451.359679832459,2026-01-05 20:14:52.630634307,9.469679832458496,13.877177238464355,4448.59,2026-01-05 20:16:00,Up,6.699999999999818,15.0,2.0369900941850574,0.04578956690063722,2.769679832458678,1.1228227615356445,2026-01-05 20:01:00,4441.89
Down,4439.6680098247525,4438.529652442932,2026-01-05 20:31:09.854335784,10.060347557067871,15.164238929748535,4439.88,2026-01-05 20:29:00,Down,8.710000000000036,13.0,0.21199017524759256,0.004774682542041509,1.3503475570678347,2.164238929748535,2026-01-05 20:16:00,4448.59
Up,4449.266161794662,4448.093339805603,2026-01-05 20:45:49.468688964,8.213339805603027,16.824478149414062,4449.24,2026-01-05 21:00:00,Up,9.359999999999673,31.0,0.026161794662584725,0.0005880059215188375,1.1466601943966452,14.175521850585938,2026-01-05 20:29:00,4439.88
