direction,target_price,target_time,predicted_range,predicted_duration,actual_end_price,actual_end_time,actual_direction,actual_range,actual_duration,price_error,range_error,duration_error,start_time,start_price
Down,4345.9228515625,2026-01-05 18:31:08.057212829,9.145217895507812,15.134286880493164,4440.31,2026-01-05 18:30:00,Down,8.460000000000036,14.0,94.3871484375004,0.6852178955077761,1.134286880493164,2026-01-05 18:16:00,4448.77
Up,4346.58935546875,2026-01-05 18:45:06.840991973,9.98985481262207,15.11401653289795,4454.43,2026-01-05 18:54:00,Up,14.11999999999989,24.0,107.84064453125029,4.1301451873778205,8.88598346710205,2026-01-05 18:30:00,4440.31
Down,4347.8232421875,2026-01-05 19:13:18.325080871,12.986093521118164,19.305418014526367,4432.4,2026-01-05 19:05:00,Down,22.030000000000655,11.0,84.57675781249964,9.04390647888249,8.305418014526367,2026-01-05 18:54:00,4454.43
Up,4372.7314453125,2026-01-05 19:25:56.430931091,9.907829284667969,20.940515518188477,4449.13,2026-01-05 19:26:00,Up,16.730000000000473,21.0,76.39855468750011,6.822170715332504,0.05948448181152344,2026-01-05 19:05:00,4432.4
Down,4350.9228515625,2026-01-05 19:41:56.135673522,8.818711280822754,15.93559455871582,4437.84,2026-01-05 19:44:00,Down,11.289999999999964,18.0,86.91714843750015,2.4712887191772097,2.0644054412841797,2026-01-05 19:26:00,4449.13
Up,4348.0322265625,2026-01-05 20:01:28.956413269,11.63200569152832,17.482606887817383,4445.75,2026-01-05 19:57:00,Up,7.9099999999998545,13.0,97.7177734375,3.722005691528466,4.482606887817383,2026-01-05 19:44:00,4437.84
Down,4355.48486328125,2026-01-05 20:14:00.325584411,11.285355567932129,17.00542640686035,4441.89,2026-01-05 20:01:00,Down,3.8599999999996726,4.0,86.40513671875033,7.425355567932456,13.005426406860352,2026-01-05 19:57:00,4445.75
Up,4361.74658203125,2026-01-05 20:18:05.609436035,7.880156993865967,17.093490600585938,4448.59,2026-01-05 20:16:00,Up,6.699999999999818,15.0,86.84341796875015,1.1801569938661487,2.0934906005859375,2026-01-05 20:01:00,4441.89
Down,4367.6572265625,2026-01-05 20:30:16.997795104,9.551502227783203,14.283296585083008,4439.88,2026-01-05 20:29:00,Down,8.710000000000036,13.0,72.22277343750011,0.8415022277831667,1.2832965850830078,2026-01-05 20:16:00,4448.59
Up,4356.83447265625,2026-01-05 20:43:49.583415985,9.668963432312012,14.826390266418457,4449.24,2026-01-05 21:00:00,Up,9.359999999999673,31.0,92.40552734374978,0.30896343231233914,16.173609733581543,2026-01-05 20:29:00,4439.88
Down,4357.6806640625,2026-01-05 21:16:33.520088195,8.044097900390625,16.55866813659668,4435.14,2026-01-05 21:10:00,Down,14.099999999999454,10.0,77.45933593750033,6.055902099608829,6.55866813659668,2026-01-05 21:00:00,4449.24
Up,4365.5673828125,2026-01-05 21:25:31.066875457,6.54858922958374,15.517781257629395,4445.86,2026-01-05 21:34:00,Up,10.719999999999345,24.0,80.29261718749967,4.171410770415605,8.482218742370605,2026-01-05 21:10:00,4435.14
Down,4355.41650390625,2026-01-05 21:50:33.984603881,12.975950241088867,16.566410064697266,4438.66,2026-01-05 21:56:00,Down,7.199999999999818,22.0,83.24349609374985,5.775950241089049,5.433589935302734,2026-01-05 21:34:00,4445.86
Up,4387.6591796875,2026-01-05 22:13:47.085800170,9.085749626159668,17.78476333618164,4447.0,2026-01-05 22:21:00,Up,8.340000000000146,25.0,59.3408203125,0.7457496261595224,7.215236663818359,2026-01-05 21:56:00,4438.66
Down,4389.39501953125,2026-01-05 22:37:52.864837646,10.183708190917969,16.881080627441406,4438.07,2026-01-05 22:44:00,Down,8.930000000000291,23.0,48.67498046874971,1.2537081909176777,6.118919372558594,2026-01-05 22:21:00,4447.0
