direction,target_price,target_time,predicted_range,predicted_duration,actual_end_price,actual_end_time,actual_direction,actual_range,actual_duration,price_error,price_error_pct,range_error,duration_error,start_time,start_price
Down,4312.337826023102,2025-12-31 21:33:33.041095733,7.061269283294678,9.550684928894043,4307.93,2025-12-31 21:44:00,Down,12.109999999999673,20.0,4.407826023101734,0.10231888686913979,5.048730716704995,10.449315071105957,2025-12-31 21:24:00,4320.04
Up,4319.035416566134,2025-12-31 21:58:46.539287567,10.722851753234863,14.775654792785645,4314.19,2025-12-31 21:46:00,Up,6.259999999999309,2.0,4.84541656613419,0.11231347173245015,4.4628517532355545,12.775654792785645,2025-12-31 21:44:00,4307.93
Down,4307.495981512069,2025-12-31 21:55:24.495449066,8.194366455078125,9.408257484436035,4304.64,2025-12-31 22:02:00,Down,9.549999999999272,16.0,2.8559815120688654,0.0663465821083497,1.3556335449211474,6.591742515563965,2025-12-31 21:46:00,4314.19
Up,4312.592333221436,2025-12-31 22:12:31.394691467,9.065176010131836,10.523244857788086,4324.36,2025-12-31 22:43:00,Up,19.719999999999345,41.0,11.76766677856358,0.2721250492226267,10.65482398986751,30.476755142211914,2025-12-31 22:02:00,4304.64
Down,4315.4018312668795,2025-12-31 22:53:37.332057952,7.622394561767578,10.622200965881348,4307.05,2025-12-31 22:53:00,Down,17.30999999999949,10.0,8.351831266879344,0.19391071073888957,9.687605438231913,0.6222009658813477,2025-12-31 22:43:00,4324.36
Up,4314.277700096369,2025-12-31 22:58:06.639060974,6.718949317932129,5.110651016235352,4316.42,2025-12-31 23:42:00,Up,9.36999999999989,49.0,2.142299903631283,0.049631405276393,2.651050682067762,43.88934898376465,2025-12-31 22:53:00,4307.05
Down,4305.871316808462,2025-12-31 23:51:05.669574737,11.29354476928711,9.09449291229248,4313.74,2025-12-31 23:49:00,Down,2.680000000000291,7.0,7.868683191537457,0.18240976951641633,8.613544769286818,2.0944929122924805,2025-12-31 23:42:00,4316.42
Up,4322.176586670876,2026-01-01 00:01:40.322284698,9.807360649108887,12.672038078308105,4343.95,2026-01-02 01:36:00,Up,30.210000000000036,1547.0,21.773413329124196,0.5012353578914167,20.40263935089115,1534.327961921692,2025-12-31 23:49:00,4313.74
Down,4333.961658719182,2026-01-02 01:45:45.575065612,7.437845230102539,9.759584426879883,4339.24,2026-01-02 01:40:00,Down,4.710000000000036,4.0,5.278341280817585,0.12164206821511567,2.7278452301025027,5.759584426879883,2026-01-02 01:36:00,4343.95
Up,4356.865203671455,2026-01-02 02:12:07.566146850,13.144288063049316,32.126102447509766,4352.82,2026-01-02 02:10:00,Up,13.579999999999927,30.0,4.045203671455056,0.09293294166666796,0.43571193695061083,2.1261024475097656,2026-01-02 01:40:00,4339.24
