direction,target_price,calc_target_price,target_time,predicted_range,predicted_duration,actual_end_price,actual_end_time,actual_direction,actual_range,actual_duration,price_error,price_error_pct,range_error,duration_error,start_time,start_price
Down,4429.467815011144,4427.5392989730835,2026-01-06 03:02:00.213890075,10.670701026916504,14.003564834594727,4434.68,2026-01-06 02:54:00,Down,3.5299999999997453,6.0,5.212184988856279,0.11753238089008179,7.140701026916759,8.003564834594727,2026-01-06 02:48:00,4438.21
Up,4451.358009586334,4449.893645935059,2026-01-06 03:11:02.071952819,15.213645935058594,17.03453254699707,4440.24,2026-01-06 03:00:00,Up,5.559999999999491,6.0,11.118009586334665,0.2503920866064597,9.653645935059103,11.03453254699707,2026-01-06 02:54:00,4434.68
Down,4428.65482008934,4428.357744445801,2026-01-06 03:14:28.150978088,11.882255554199219,14.469182968139648,4428.06,2026-01-06 03:03:00,Down,12.179999999999382,3.0,0.5948200893399189,0.013432972663873544,0.2977444458001628,11.469182968139648,2026-01-06 03:00:00,4440.24
Up,4440.525552914143,4442.378174362183,2026-01-06 03:17:00.981044769,14.318174362182617,14.016350746154785,4444.21,2026-01-06 03:15:00,Up,16.149999999999636,12.0,3.6844470858568457,0.08290443264060081,1.831825637817019,2.016350746154785,2026-01-06 03:03:00,4428.06
Down,4425.776182989478,4425.550221405029,2026-01-06 03:33:24.485664367,18.659778594970703,18.40809440612793,4432.78,2026-01-06 03:34:00,Down,11.430000000000291,19.0,7.003817010521743,0.15800055519384548,7.229778594970412,0.5919055938720703,2026-01-06 03:15:00,4444.21
Up,4443.03309924364,4448.948674468994,2026-01-06 03:50:36.146392822,16.16867446899414,16.602439880371094,4460.98,2026-01-06 04:30:00,Up,28.199999999999818,56.0,17.946900756359355,0.40230847832447936,12.031325531005677,39.397560119628906,2026-01-06 03:34:00,4432.78
Down,4447.492203724384,4448.561783294677,2026-01-06 04:46:34.669990539,12.418216705322266,16.57783317565918,4448.9,2026-01-06 04:41:00,Down,12.079999999999927,11.0,1.4077962756155102,0.03164369339871677,0.3382167053223384,5.57783317565918,2026-01-06 04:30:00,4460.98
Up,4460.750675404071,4459.990691566467,2026-01-06 04:55:05.882091522,11.090691566467285,14.098034858703613,4457.55,2026-01-06 04:49:00,Up,8.650000000000546,8.0,3.200675404071262,0.07180346612087946,2.4406915664667395,6.098034858703613,2026-01-06 04:41:00,4448.9
Down,4449.76791985631,4448.3381984710695,2026-01-06 05:04:56.403121948,9.211801528930664,15.940052032470703,4451.88,2026-01-06 04:57:00,Down,5.670000000000073,8.0,2.1120801436900365,0.047442432044215846,3.5418015289305913,7.940052032470703,2026-01-06 04:49:00,4457.55
Up,4464.21784034729,4464.119809036255,2026-01-06 05:11:54.968719482,12.239809036254883,14.916145324707031,4468.06,2026-01-06 05:24:00,Up,16.18000000000029,27.0,3.8421596527105066,0.0859916754186494,3.9401909637454082,12.083854675292969,2026-01-06 04:57:00,4451.88
Down,4457.820639019013,4457.97219329834,2026-01-06 05:38:43.890266418,10.087806701660156,14.731504440307617,4464.66,2026-01-06 05:50:00,Down,3.4000000000005457,26.0,6.839360980987294,0.15318884262155,6.6878067016596106,11.268495559692383,2026-01-06 05:24:00,4468.06
Up,4472.73604203701,4474.616744194031,2026-01-06 06:07:11.207084655,9.956744194030762,17.186784744262695,4468.12,2026-01-06 05:55:00,Up,3.4600000000000364,5.0,4.61604203700972,0.10331061021211874,6.496744194030725,12.186784744262695,2026-01-06 05:50:00,4464.66
Down,4460.743182780742,4459.236358757019,2026-01-06 06:10:38.455066680,8.883641242980957,15.640917778015137,4464.73,2026-01-06 06:07:00,Down,3.3900000000003274,12.0,3.9868172192573184,0.08929581899145791,5.49364124298063,3.6409177780151367,2026-01-06 05:55:00,4468.12
Up,4473.700859545469,4473.06222579956,2026-01-06 06:21:53.319568634,8.332225799560547,14.888659477233887,4468.55,2026-01-06 06:12:00,Up,3.8200000000006185,5.0,5.1508595454688475,0.11526914872763755,4.512225799559928,9.888659477233887,2026-01-06 06:07:00,4464.73
Down,4462.494083371758,4460.389948654175,2026-01-06 06:29:02.551918029,8.160051345825195,17.042531967163086,4463.25,2026-01-06 06:15:00,Down,5.300000000000182,3.0,0.7559166282417209,0.01693646173173631,2.8600513458250134,14.042531967163086,2026-01-06 06:12:00,4468.55
Up,4470.432821631432,4471.4048500061035,2026-01-06 06:34:08.143501281,8.154850006103516,19.135725021362305,4466.37,2026-01-06 06:34:00,Up,3.119999999999891,19.0,4.062821631431689,0.09096473492862635,5.034850006103625,0.1357250213623047,2026-01-06 06:15:00,4463.25
Down,4459.15793158114,4455.923031921387,2026-01-06 07:23:16.938171386,10.446968078613281,49.28230285644531,4461.96,2026-01-06 06:43:00,Down,4.4099999999998545,9.0,2.802068418860472,0.06279904837471585,6.036968078613427,40.28230285644531,2026-01-06 06:34:00,4466.37
Up,4473.5986588525775,4470.871289215088,2026-01-06 06:58:02.821369171,8.91128921508789,15.047022819519043,4469.54,2026-01-06 07:05:00,Up,7.579999999999927,22.0,4.058658852577537,0.09080708199451257,1.3312892150879634,6.952977180480957,2026-01-06 06:43:00,4461.96
Down,4460.353544522523,4455.0649309539795,2026-01-06 07:22:07.822608947,14.475069046020508,17.1303768157959,4466.92,2026-01-06 07:15:00,Down,2.619999999999891,10.0,6.566455477476666,0.14700185983802408,11.855069046020617,7.130376815795898,2026-01-06 07:05:00,4469.54
Up,4479.339991741181,4476.141333503723,2026-01-06 07:39:40.381622314,9.221333503723145,24.67302703857422,4474.15,2026-01-06 07:31:00,Up,7.229999999999563,16.0,5.189991741181075,0.11599950250172826,1.991333503723581,8.673027038574219,2026-01-06 07:15:00,4466.92
Down,4466.175464329123,4465.466654205322,2026-01-06 07:47:28.154296875,8.683345794677734,16.46923828125,4449.56,2026-01-06 07:57:00,Down,24.589999999999236,26.0,16.615464329122915,0.3734181431225315,15.906654205321502,9.53076171875,2026-01-06 07:31:00,4474.15
Up,4461.754560098649,4468.694927749634,2026-01-06 08:15:36.779937744,19.13492774963379,18.612998962402344,4465.82,2026-01-06 08:37:00,Up,16.25999999999931,40.0,4.065439901351056,0.09103456703026669,2.8749277496344803,21.387001037597656,2026-01-06 07:57:00,4449.56
Down,4451.6302838659285,4449.531402893066,2026-01-06 08:55:43.503684997,16.288597106933594,18.725061416625977,4461.23,2026-01-06 08:46:00,Down,4.5900000000001455,9.0,9.599716134071059,0.21518092844509382,11.698597106933448,9.725061416625977,2026-01-06 08:37:00,4465.82
Up,4470.547487430572,4473.513998489379,2026-01-06 09:00:22.680873870,12.283998489379883,14.37801456451416,4470.48,2026-01-06 09:09:00,Up,9.25,23.0,0.06748743057232787,0.0015096238115890881,3.033998489379883,8.62198543548584,2026-01-06 08:46:00,4461.23
Down,4462.63591012001,4462.236030082702,2026-01-06 09:23:11.644306182,8.243969917297363,14.194071769714355,4461.66,2026-01-06 09:26:00,Down,8.819999999999709,17.0,0.9759101200097575,0.021873251659914866,0.5760300827023457,2.8059282302856445,2026-01-06 09:09:00,4470.48
Up,4472.832488923073,4469.833174858093,2026-01-06 09:39:45.552635192,8.173174858093262,13.759210586547852,4467.25,2026-01-06 09:32:00,Up,5.5900000000001455,6.0,5.58248892307256,0.12496477526604868,2.583174858093116,7.759210586547852,2026-01-06 09:26:00,4461.66
