direction,target_price,target_time,predicted_range,predicted_duration,actual_end_price,actual_end_time,actual_direction,actual_range,actual_duration,price_error,range_error,duration_error,start_time,start_price
Up,3.814359426498413,2026-01-06 02:04:01.099948883,0.5725888013839722,8.018332481384277,76.491,2026-01-06 02:32:00,Up,0.44599999999999795,36.0,72.67664057350159,0.12658880138397421,27.981667518615723,2026-01-06 01:56:00,76.045
Down,5.988951206207275,2026-01-06 02:37:34.288930892,0.6415523290634155,5.571482181549072,76.185,2026-01-06 02:36:00,Down,0.3059999999999974,4.0,70.19604879379273,0.33555232906341814,1.5714821815490723,2026-01-06 02:32:00,76.491
Up,4.873224258422852,2026-01-06 02:43:47.734851837,0.4995577335357666,7.795580863952637,76.382,2026-01-06 02:46:00,Up,0.19700000000000273,10.0,71.50877574157715,0.3025577335357639,2.2044191360473633,2026-01-06 02:36:00,76.185
Down,3.2018816471099854,2026-01-06 02:53:01.742877960,0.9786624908447266,7.029047966003418,76.246,2026-01-06 02:54:00,Down,0.1360000000000099,8.0,73.04411835289001,0.8426624908447167,0.970952033996582,2026-01-06 02:46:00,76.382
Up,4.5377655029296875,2026-01-06 03:00:22.400579452,0.4824036955833435,6.373342990875244,76.462,2026-01-06 03:01:00,Up,0.21600000000000819,7.0,71.92423449707032,0.2664036955833353,0.6266570091247559,2026-01-06 02:54:00,76.246
Down,3.6241612434387207,2026-01-06 03:06:27.323884963,0.5188691020011902,5.455398082733154,75.894,2026-01-06 03:05:00,Down,0.5679999999999978,4.0,72.26983875656128,0.049130897998807654,1.4553980827331543,2026-01-06 03:01:00,76.462
Up,3.3712077140808105,2026-01-06 03:12:36.361455917,0.557555079460144,7.606024265289307,76.729,2026-01-06 03:15:00,Up,0.8349999999999937,10.0,73.35779228591919,0.2774449205398497,2.3939757347106934,2026-01-06 03:05:00,75.894
Down,2.456188917160034,2026-01-06 03:18:29.548730850,0.6052531599998474,3.492478847503662,76.049,2026-01-06 03:33:00,Down,0.6799999999999926,18.0,73.59281108283997,0.0747468400001452,14.507521152496338,2026-01-06 03:15:00,76.729
Up,4.023203372955322,2026-01-06 03:42:16.450881958,0.5421794652938843,9.274181365966797,77.927,2026-01-06 04:36:00,Up,1.8780000000000001,63.0,73.90379662704468,1.3358205347061158,53.7258186340332,2026-01-06 03:33:00,76.049
Down,5.200079917907715,2026-01-06 04:37:55.353341102,0.580392062664032,1.922555685043335,77.342,2026-01-06 04:40:00,Down,0.585000000000008,4.0,72.14192008209228,0.004607937335975976,2.077444314956665,2026-01-06 04:36:00,77.927
Up,2.2163777351379395,2026-01-06 04:49:17.695312500,0.5311511158943176,9.294921875,77.915,2026-01-06 04:49:00,Up,0.5730000000000075,9.0,75.69862226486207,0.041848884105689876,0.294921875,2026-01-06 04:40:00,77.342
Down,3.409127950668335,2026-01-06 04:52:28.293042182,0.5195422172546387,3.471550703048706,77.59,2026-01-06 04:57:00,Down,0.32500000000000284,8.0,74.18087204933167,0.19454221725463583,4.528449296951294,2026-01-06 04:49:00,77.915
Up,4.280875205993652,2026-01-06 05:03:15.149145126,0.5802116394042969,6.252485752105713,78.949,2026-01-06 05:24:00,Up,1.3589999999999947,27.0,74.66812479400635,0.7787883605956978,20.747514247894287,2026-01-06 04:57:00,77.59
Down,2.792032241821289,2026-01-06 05:28:25.868625640,0.5684506297111511,4.431143760681152,78.6,2026-01-06 05:29:00,Down,0.34900000000000375,5.0,75.8079677581787,0.21945062971114737,0.5688562393188477,2026-01-06 05:24:00,78.949
Up,5.349541187286377,2026-01-06 05:32:46.960000991,0.5524146556854248,3.7826666831970215,78.823,2026-01-06 05:49:00,Up,0.22299999999999898,20.0,73.47345881271362,0.32941465568542583,16.21733331680298,2026-01-06 05:29:00,78.6
Down,3.513164758682251,2026-01-06 05:53:36.554203033,0.6338643431663513,4.609236717224121,78.615,2026-01-06 05:51:00,Down,0.2079999999999984,2.0,75.10183524131774,0.4258643431663529,2.609236717224121,2026-01-06 05:49:00,78.823
Up,4.9748735427856445,2026-01-06 05:58:12.925758361,0.6774043440818787,7.215429306030273,79.083,2026-01-06 06:12:00,Up,0.4680000000000035,21.0,74.10812645721435,0.20940434408187514,13.784570693969727,2026-01-06 05:51:00,78.615
Down,2.2799625396728516,2026-01-06 06:16:11.423606872,0.6395957469940186,4.190393447875977,78.478,2026-01-06 06:47:00,Down,0.605000000000004,35.0,76.19803746032714,0.034595746994014576,30.809606552124023,2026-01-06 06:12:00,79.083
Up,2.9608001708984375,2026-01-06 06:52:42.454175949,0.48208287358283997,5.707569599151611,78.813,2026-01-06 06:55:00,Up,0.33500000000000796,8.0,75.85219982910156,0.147082873582832,2.2924304008483887,2026-01-06 06:47:00,78.478
Down,4.727295875549316,2026-01-06 07:02:16.909103393,0.6132373809814453,7.281818389892578,78.612,2026-01-06 07:03:00,Down,0.20100000000000762,8.0,73.88470412445068,0.4122373809814377,0.7181816101074219,2026-01-06 06:55:00,78.813
Up,3.476637125015259,2026-01-06 07:07:07.439546585,0.5441978573799133,4.123992443084717,79.361,2026-01-06 07:33:00,Up,0.7490000000000094,30.0,75.88436287498475,0.2048021426200961,25.876007556915283,2026-01-06 07:03:00,78.612
Down,4.181689739227295,2026-01-06 07:35:44.715285301,0.7690183520317078,2.7452547550201416,78.219,2026-01-06 07:58:00,Down,1.1420000000000101,25.0,74.0373102607727,0.37298164796830235,22.25474524497986,2026-01-06 07:33:00,79.361
Up,5.232313632965088,2026-01-06 08:03:21.998147964,0.5659156441688538,5.366635799407959,79.153,2026-01-06 08:34:00,Up,0.9340000000000117,36.0,73.92068636703492,0.36808435583115795,30.63336420059204,2026-01-06 07:58:00,78.219
Down,6.572406768798828,2026-01-06 08:40:48.444728851,0.5417391061782837,6.807412147521973,78.825,2026-01-06 08:40:00,Down,0.32800000000000296,6.0,72.25259323120117,0.21373910617828074,0.8074121475219727,2026-01-06 08:34:00,79.153
Up,5.325900554656982,2026-01-06 08:44:54.570922851,0.586032509803772,4.909515380859375,79.112,2026-01-06 08:52:00,Up,0.28699999999999193,12.0,73.78609944534301,0.29903250980378004,7.090484619140625,2026-01-06 08:40:00,78.825
Down,6.600719451904297,2026-01-06 08:58:47.294883728,0.5312457084655762,6.788248062133789,78.575,2026-01-06 09:23:00,Down,0.5369999999999919,31.0,71.9742805480957,0.005754291534415756,24.21175193786621,2026-01-06 08:52:00,79.112
Up,4.816970348358154,2026-01-06 09:27:09.162368774,0.48286712169647217,4.152706146240234,78.87,2026-01-06 09:32:00,Up,0.2950000000000017,9.0,74.05302965164185,0.18786712169647046,4.847293853759766,2026-01-06 09:23:00,78.575
Down,4.8029680252075195,2026-01-06 09:40:17.285270690,0.6447151303291321,8.288087844848633,78.527,2026-01-06 09:46:00,Down,0.3430000000000035,14.0,73.72403197479248,0.30171513032912856,5.711912155151367,2026-01-06 09:32:00,78.87
Up,4.073834419250488,2026-01-06 09:51:52.561769485,0.5977441072463989,5.8760294914245605,78.723,2026-01-06 09:50:00,Up,0.19599999999999795,4.0,74.64916558074951,0.40174410724640097,1.8760294914245605,2026-01-06 09:46:00,78.527
Down,5.363621234893799,2026-01-06 09:57:31.752805709,0.5886174440383911,7.5292134284973145,77.964,2026-01-06 10:00:00,Down,0.7590000000000003,10.0,72.6003787651062,0.17038255596160923,2.4707865715026855,2026-01-06 09:50:00,78.723
Up,4.341411113739014,2026-01-06 10:04:56.684303283,0.5331060886383057,4.944738388061523,78.503,2026-01-06 10:27:00,Up,0.5390000000000015,27.0,74.16158888626099,0.005893911361695814,22.055261611938477,2026-01-06 10:00:00,77.964
Down,4.059286594390869,2026-01-06 10:29:33.116040229,0.6028120517730713,2.551934003829956,78.216,2026-01-06 10:32:00,Down,0.28700000000000614,5.0,74.15671340560912,0.31581205177306515,2.448065996170044,2026-01-06 10:27:00,78.503
Up,3.955475091934204,2026-01-06 10:37:41.779689788,0.5017866492271423,5.696328163146973,78.584,2026-01-06 10:59:00,Up,0.3680000000000092,27.0,74.6285249080658,0.13378664922713313,21.303671836853027,2026-01-06 10:32:00,78.216
Down,4.4824042320251465,2026-01-06 11:05:27.506275177,0.6637540459632874,6.458437919616699,77.91,2026-01-06 11:13:00,Down,0.6740000000000066,14.0,73.42759576797485,0.01024595403671924,7.541562080383301,2026-01-06 10:59:00,78.584
Up,5.5663743019104,2026-01-06 11:19:37.568521499,0.555239200592041,6.6261420249938965,78.231,2026-01-06 11:30:00,Up,0.32099999999999795,17.0,72.6646256980896,0.23423920059204306,10.373857975006104,2026-01-06 11:13:00,77.91
Down,3.6477649211883545,2026-01-06 11:34:29.626579284,0.51722651720047,4.493776321411133,77.418,2026-01-06 12:03:00,Down,0.8129999999999882,33.0,73.77023507881165,0.2957734827995182,28.506223678588867,2026-01-06 11:30:00,78.231
Up,4.2775797843933105,2026-01-06 12:10:58.878736495,0.5918480753898621,7.981312274932861,77.934,2026-01-06 12:19:00,Up,0.5159999999999911,16.0,73.65642021560669,0.07584807538987093,8.018687725067139,2026-01-06 12:03:00,77.418
Down,4.3133134841918945,2026-01-06 12:28:56.516704559,0.5986890196800232,9.94194507598877,77.738,2026-01-06 12:30:00,Down,0.19599999999999795,11.0,73.4246865158081,0.40268901968002524,1.0580549240112305,2026-01-06 12:19:00,77.934
Up,5.18547248840332,2026-01-06 12:33:09.545817375,0.6237995028495789,3.1590969562530518,78.028,2026-01-06 12:38:00,Up,0.29000000000000625,8.0,72.84252751159669,0.3337995028495726,4.840903043746948,2026-01-06 12:30:00,77.738
Down,2.859499216079712,2026-01-06 12:44:37.932929992,0.5560787320137024,6.63221549987793,77.686,2026-01-06 12:43:00,Down,0.34199999999999875,5.0,74.8265007839203,0.21407873201370364,1.6322154998779297,2026-01-06 12:38:00,78.028
Up,4.211749076843262,2026-01-06 12:50:55.045566558,0.5164419412612915,7.917426109313965,78.486,2026-01-06 14:09:00,Up,0.7999999999999972,86.0,74.27425092315674,0.28355805873870565,78.08257389068604,2026-01-06 12:43:00,77.686
Down,4.232900619506836,2026-01-06 14:14:37.867412567,0.5163577198982239,5.6311235427856445,78.27,2026-01-06 14:20:00,Down,0.21600000000000819,11.0,74.03709938049316,0.3003577198982157,5.3688764572143555,2026-01-06 14:09:00,78.486
Up,5.016225337982178,2026-01-06 14:25:40.113859176,0.5315124988555908,5.668564319610596,78.489,2026-01-06 14:30:00,Up,0.2190000000000083,10.0,73.47277466201783,0.3125124988555825,4.331435680389404,2026-01-06 14:20:00,78.27
Down,4.735077381134033,2026-01-06 14:39:31.472911834,0.5257323980331421,9.524548530578613,78.125,2026-01-06 14:50:00,Down,0.3640000000000043,20.0,73.38992261886597,0.16173239803313777,10.475451469421387,2026-01-06 14:30:00,78.489
Up,4.757896900177002,2026-01-06 14:55:44.497776031,0.4114033877849579,5.741629600524902,78.693,2026-01-06 15:17:00,Up,0.5679999999999978,27.0,73.935103099823,0.15659661221503995,21.258370399475098,2026-01-06 14:50:00,78.125
Down,3.6262519359588623,2026-01-06 15:22:08.958778381,0.5733610987663269,5.149312973022461,78.134,2026-01-06 15:26:00,Down,0.5589999999999975,9.0,74.50774806404114,0.014361098766329405,3.850687026977539,2026-01-06 15:17:00,78.693
Up,5.182006359100342,2026-01-06 15:30:04.299745559,0.5815883874893188,4.071662425994873,79.353,2026-01-06 16:10:00,Up,1.218999999999994,44.0,74.17099364089965,0.6374116125106752,39.92833757400513,2026-01-06 15:26:00,78.134
